,symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
0,BTCUSDT,BTCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BTC,USDT,USDT,2,3,8,8,COIN,['PoW'],0.0500,0.012500,0.05,10000,"[{'maxPrice': '4529764', 'filterType': 'PRICE_FILTER', 'minPrice': '556.80', 'tickSize': '0.10'}, {'maxQty': '1000', 'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'minQty': '0.001'}, {'stepSize': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '120', 'minQty': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '100', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1,ETHUSDT,ETHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETH,USDT,USDT,2,3,8,8,COIN,['Layer-1'],0.0500,0.012500,0.05,10000,"[{'maxPrice': '306177', 'tickSize': '0.01', 'filterType': 'PRICE_FILTER', 'minPrice': '39.86'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000', 'minQty': '0.001', 'stepSize': '0.001'}, {'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '20', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
2,BCHUSDT,BCHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BCH,USDT,USDT,2,3,8,8,COIN,['PoW'],0.0500,0.015000,0.05,10000,"[{'tickSize': '0.01', 'minPrice': '13.93', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'minQty': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '10000', 'stepSize': '0.001'}, {'stepSize': '0.001', 'maxQty': '850', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
3,XRPUSDT,XRPUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XRP,USDT,USDT,4,1,8,8,COIN,['Payment'],0.0500,0.012500,0.05,10000,"[{'maxPrice': '100000', 'minPrice': '0.0143', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'minQty': '0.1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '2000000', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
4,EOSUSDT,EOSUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,EOS,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.111', 'maxPrice': '100000', 'tickSize': '0.001'}, {'minQty': '0.1', 'maxQty': '1000000', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'stepSize': '0.1', 'maxQty': '120000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
5,LTCUSDT,LTCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LTC,USDT,USDT,2,3,8,8,COIN,['PoW'],0.0500,0.015000,0.05,10000,"[{'tickSize': '0.01', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'minPrice': '3.61'}, {'maxQty': '10000', 'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'LOT_SIZE'}, {'maxQty': '5000', 'stepSize': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
6,TRXUSDT,TRXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,TRX,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0.0500,0.010000,0.05,10000,"[{'tickSize': '0.00001', 'minPrice': '0.00132', 'maxPrice': '20000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '5000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
7,ETCUSDT,ETCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETC,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'minPrice': '1.051', 'tickSize': '0.001'}, {'minQty': '0.01', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'stepSize': '0.01'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01', 'maxQty': '10000', 'stepSize': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '20', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
8,LINKUSDT,LINKUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LINK,USDT,USDT,3,2,8,8,COIN,['Oracle'],0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.001', 'minPrice': '0.464', 'maxPrice': '100000'}, {'filterType': 'LOT_SIZE', 'maxQty': '200000', 'minQty': '0.01', 'stepSize': '0.01'}, {'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '20000', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '20', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
9,XLMUSDT,XLMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XLM,USDT,USDT,5,0,8,8,COIN,['Layer-2'],0.0500,0.010000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '20000', 'minPrice': '0.00648', 'tickSize': '0.00001'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'stepSize': '1', 'minQty': '1'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
10,ADAUSDT,ADAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ADA,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0.0500,0.010000,0.05,10000,"[{'maxPrice': '20000', 'tickSize': '0.00010', 'filterType': 'PRICE_FILTER', 'minPrice': '0.01740'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '2000000', 'stepSize': '1'}, {'maxQty': '300000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
11,XMRUSDT,XMRUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XMR,USDT,USDT,2,3,8,8,COIN,['Privacy'],0.0500,0.015000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'tickSize': '0.01', 'minPrice': '4.36'}, {'minQty': '0.001', 'filterType': 'LOT_SIZE', 'stepSize': '0.001', 'maxQty': '10000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001', 'maxQty': '2000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
12,DASHUSDT,DASHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,DASH,USDT,USDT,2,3,8,8,COIN,['Payment'],0.1000,0.015000,0.10,10000,"[{'minPrice': '3.82', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01', 'maxPrice': '100000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.001', 'maxQty': '10000', 'stepSize': '0.001'}, {'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.001', 'maxQty': '3000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
13,ZECUSDT,ZECUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ZEC,USDT,USDT,2,3,8,8,COIN,['Privacy'],0.1000,0.015000,0.10,10000,"[{'tickSize': '0.01', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '2.85'}, {'minQty': '0.001', 'maxQty': '10000', 'stepSize': '0.001', 'filterType': 'LOT_SIZE'}, {'maxQty': '5000', 'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
14,XTZUSDT,XTZUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XTZ,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.001', 'minPrice': '0.064', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'minQty': '0.1', 'maxQty': '1000000', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '100000', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
15,BNBUSDT,BNBUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BNB,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0.0500,0.015000,0.05,10000,"[{'maxPrice': '100000', 'tickSize': '0.010', 'filterType': 'PRICE_FILTER', 'minPrice': '6.600'}, {'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01', 'maxQty': '100000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01', 'stepSize': '0.01', 'maxQty': '2000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
16,ATOMUSDT,ATOMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ATOM,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0.1000,0.017500,0.10,10000,"[{'minPrice': '0.251', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'tickSize': '0.001'}, {'minQty': '0.01', 'maxQty': '100000', 'filterType': 'LOT_SIZE', 'stepSize': '0.01'}, {'maxQty': '20000', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
17,ONTUSDT,ONTUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ONT,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0241', 'tickSize': '0.0001'}, {'maxQty': '1000000', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '250000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
18,IOTAUSDT,IOTAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,IOTA,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0.1000,0.010000,0.10,10000,"[{'minPrice': '0.0205', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '200000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
19,BATUSDT,BATUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BAT,USDT,USDT,4,1,8,8,COIN,['Infrastructure'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0001', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0134'}, {'minQty': '0.1', 'maxQty': '1000000', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'maxQty': '600000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
20,VETUSDT,VETUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,VET,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0.0500,0.010000,0.05,10000,"[{'maxPrice': '2000', 'tickSize': '0.000001', 'minPrice': '0.002080', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'stepSize': '1', 'maxQty': '2500000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
21,NEOUSDT,NEOUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,NEO,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0.0500,0.015000,0.05,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001', 'minPrice': '1.093'}, {'minQty': '0.01', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'stepSize': '0.01'}, {'maxQty': '10000', 'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
22,QTUMUSDT,QTUMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,QTUM,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.246', 'maxPrice': '100000', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER'}, {'maxQty': '500000', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000', 'stepSize': '0.1', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
23,IOSTUSDT,IOSTUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,IOST,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0.1000,0.012500,0.10,10000,"[{'tickSize': '0.000001', 'minPrice': '0.000587', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '80000000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
24,THETAUSDT,THETAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,THETA,USDT,USDT,4,1,8,8,COIN,['NFT'],0.1000,0.010000,0.10,10000,"[{'maxPrice': '1000', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.1070'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '100000', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
